comparator,endpoint,seed,real,comparison,difference
circular_mean,uniqueness,6101,1.0,0.9998944813759628,0.00010551862403718193
circular_mean,uniqueness,6102,0.9996850393700787,0.9998945147679326,-0.00020947539785387548
circular_mean,uniqueness,6103,0.9996827411167513,1.0,-0.00031725888324873885
circular_mean,uniqueness,6104,0.9996837444655281,0.9995773883528805,0.00010635611264764311
circular_mean,uniqueness,6105,0.9990530303030303,1.0,-0.0009469696969697239
circular_mean,uniqueness,6106,0.9993664871713652,0.9997891629559313,-0.00042267578456611776
circular_mean,uniqueness,6107,1.0,0.9995767145502202,0.00042328544977976446
circular_mean,uniqueness,6108,1.0,0.9997898938964177,0.0002101061035822971
circular_mean,uniqueness,6109,1.0,0.9994721701194903,0.0005278298805097004
circular_mean,uniqueness,6110,1.0,1.0,0.0
circular_mean,scaffold_diversity,6101,0.9484732824427481,0.9373762337778824,0.011097048664865716
circular_mean,scaffold_diversity,6102,0.9508661417322835,0.9467929182802292,0.004073223452054298
circular_mean,scaffold_diversity,6103,0.9486040609137056,0.9582571088369692,-0.009653047923263602
circular_mean,scaffold_diversity,6104,0.9408602150537635,0.9469728410205925,-0.006112625966829044
circular_mean,scaffold_diversity,6105,0.9431818181818182,0.94775515792416,-0.004573339742341753
circular_mean,scaffold_diversity,6106,0.9436173582515046,0.9383732201972084,0.0052441380542962435
circular_mean,scaffold_diversity,6107,0.9528182393920203,0.9448319924154186,0.007986246976601663
circular_mean,scaffold_diversity,6108,0.9608709372041654,0.9445994006528657,0.016271536551299648
circular_mean,scaffold_diversity,6109,0.9510645058786146,0.9434834037274111,0.007581102151203445
circular_mean,scaffold_diversity,6110,0.9458771092008914,0.9476920654475083,-0.0018149562466168723
cross_seed,svm_activity_mean,6101,0.32280043607506087,0.2958898170460828,0.026910619028978067
cross_seed,svm_activity_mean,6102,0.300773742295454,0.3295145661770373,-0.028740823881583277
cross_seed,svm_activity_mean,6103,0.29880716574861604,0.3265107818556872,-0.02770361610707117
cross_seed,svm_activity_mean,6104,0.30555026107993755,0.30613029982546214,-0.0005800387455245914
cross_seed,svm_activity_mean,6105,0.31110538772441787,0.3342059624595737,-0.02310057473515581
cross_seed,svm_activity_mean,6106,0.2988025093501646,0.29687894361983846,0.0019235657303261489
cross_seed,svm_activity_mean,6107,0.3196181123627447,0.3042117530604291,0.015406359302315598
cross_seed,svm_activity_mean,6108,0.3216142061880001,0.3169032037844775,0.004711002403522568
cross_seed,svm_activity_mean,6109,0.3076733882389753,0.3125875879062736,-0.004914199667298336
cross_seed,svm_activity_mean,6110,0.31955899553708694,0.32541675889329724,-0.005857763356210299
cross_seed,mpn_probability_all_valid_mean,6101,0.5066507695517826,0.5016830627878236,0.004967706763958968
cross_seed,mpn_probability_all_valid_mean,6102,0.4999200236028868,0.5046158359728141,-0.004695812369927332
cross_seed,mpn_probability_all_valid_mean,6103,0.4874675074750079,0.49030486642661625,-0.0028373589516083597
cross_seed,mpn_probability_all_valid_mean,6104,0.4977524910529028,0.48277109844598415,0.014981392606918664
cross_seed,mpn_probability_all_valid_mean,6105,0.4968780316896835,0.5040236845301107,-0.00714565284042723
cross_seed,mpn_probability_all_valid_mean,6106,0.5009348938702319,0.4987227710221833,0.0022121228480486144
cross_seed,mpn_probability_all_valid_mean,6107,0.5217021190584131,0.48302865395493394,0.03867346510347919
cross_seed,mpn_probability_all_valid_mean,6108,0.5046628469434219,0.5047378020159664,-7.495507254451361e-05
cross_seed,mpn_probability_all_valid_mean,6109,0.49358819334507376,0.4947943498182085,-0.0012061564731347674
cross_seed,mpn_probability_all_valid_mean,6110,0.511606063592745,0.48961688741727555,0.021989176175469416
cross_seed,mpn_probability_ad_mean,6101,0.46520492819289566,0.46838529973304033,-0.0031803715401446664
cross_seed,mpn_probability_ad_mean,6102,0.47160112159670287,0.4862549478637761,-0.014653826267073233
cross_seed,mpn_probability_ad_mean,6103,0.4389928737883228,0.4914337804105438,-0.052440906622221006
cross_seed,mpn_probability_ad_mean,6104,0.43894830953861985,0.42945767344702435,0.009490636091595506
cross_seed,mpn_probability_ad_mean,6105,0.4958306457607678,0.5050390684774833,-0.009208422716715459
cross_seed,mpn_probability_ad_mean,6106,0.42826885797351666,0.46958348008609996,-0.0413146221125833
cross_seed,mpn_probability_ad_mean,6107,0.46299842128218155,0.4654513852226762,-0.002452963940494657
cross_seed,mpn_probability_ad_mean,6108,0.5161861617587448,0.453188868921536,0.06299729283720878
cross_seed,mpn_probability_ad_mean,6109,0.47095260664171473,0.4633882432669936,0.007564363374721106
cross_seed,mpn_probability_ad_mean,6110,0.46738333006471616,0.4671562606278299,0.00022706943688627357
cross_seed,ad_coverage,6101,0.04198473282442748,0.043602800763844686,-0.0016180679394172046
cross_seed,ad_coverage,6102,0.053228346456692915,0.045900601456157014,0.007327745000535901
cross_seed,ad_coverage,6103,0.045368020304568525,0.036755386565272496,0.008612633739296029
cross_seed,ad_coverage,6104,0.05534471853257432,0.048086048718759884,0.007258669813814435
cross_seed,ad_coverage,6105,0.04292929292929293,0.03321733628598545,0.009711956643307477
cross_seed,ad_coverage,6106,0.055115616091225846,0.047573739295908656,0.00754187679531719
cross_seed,ad_coverage,6107,0.03673210892970234,0.03589580686149937,0.0008363020682029751
cross_seed,ad_coverage,6108,0.04007573366992742,0.032391235312797716,0.007684498357129706
cross_seed,ad_coverage,6109,0.03527168732125834,0.048904414099714195,-0.013632726778455853
cross_seed,ad_coverage,6110,0.03247373447946514,0.03482114593225704,-0.002347411452791902
cross_seed,qed_mean,6101,0.6735879118526231,0.6787787945688305,-0.005190882716207379
cross_seed,qed_mean,6102,0.6892563322783952,0.6886646906771052,0.0005916416012899939
cross_seed,qed_mean,6103,0.6826128263718151,0.6732598058166671,0.009353020555147973
